Date,Open,High,Low,Close,Adj Close,Volume
11/22/2021,3562.762939,3585.187988,3562.750977,3582.080078,3582.080078,330000
11/23/2021,3580.506104,3598.375,3577.361084,3589.089111,3589.089111,360000
11/24/2021,3590.019043,3602.735107,3575.288086,3592.702881,3592.702881,336800
11/25/2021,3593.389893,3597.149902,3579.530029,3584.179932,3584.179932,306500
11/26/2021,3576.110107,3576.110107,3554.879883,3564.090088,3564.090088,301000
11/29/2021,3528.669922,3563.679932,3526.360107,3562.699951,3562.699951,333600
11/30/2021,3570.75,3582.120117,3546.360107,3563.889893,3563.889893,349200
12/1/2021,3561.889893,3576.889893,3558.689941,3576.889893,3576.889893,329900
12/2/2021,3573.25,3586.870117,3567.139893,3573.840088,3573.840088,354000
12/3/2021,3576.449951,3608.469971,3573.209961,3607.429932,3607.429932,377600
12/6/2021,3615.23999,3626.129883,3586.810059,3589.310059,3589.310059,418700
12/7/2021,3611.219971,3614.219971,3572.570068,3595.090088,3595.090088,403800
12/8/2021,3602.820068,3637.719971,3591.98999,3637.570068,3637.570068,361000
12/9/2021,3641.159912,3688.399902,3638.699951,3673.040039,3673.040039,431900
12/10/2021,3654.370117,3667.850098,3651.350098,3666.350098,3666.350098,420000
12/13/2021,3686.939941,3708.939941,3678.060059,3681.080078,3681.080078,424100
12/14/2021,3669.810059,3671.679932,3654.659912,3661.530029,3661.530029,362200
12/15/2021,3655.050049,3668.399902,3645.23999,3647.629883,3647.629883,377500
12/16/2021,3648.929932,3675.02002,3644.659912,3675.02002,3675.02002,381300
12/17/2021,3670.26001,3673.649902,3631.659912,3632.360107,3632.360107,408500
12/20/2021,3620.040039,3643.949951,3589.360107,3593.600098,3593.600098,423900
12/21/2021,3591.449951,3627.090088,3591.449951,3625.129883,3625.129883,408200
12/22/2021,3632.679932,3635.899902,3616.550049,3622.620117,3622.620117,394800
12/23/2021,3625.469971,3643.550049,3618.050049,3643.340088,3643.340088,382900
12/24/2021,3645.39502,3648.956055,3612.066895,3618.053955,3618.053955,390300
12/27/2021,3613.050049,3632.189941,3601.939941,3615.969971,3615.969971,329200
12/28/2021,3619.64209,3631.076904,3607.364014,3630.112061,3630.112061,316200
12/29/2021,3630.919922,3630.919922,3596.320068,3597,3597,305100
12/30/2021,3596.48999,3628.919922,3595.5,3619.189941,3619.189941,307800
12/31/2021,3626.23999,3642.840088,3624.939941,3639.780029,3639.780029,329700
1/4/2022,3649.149902,3651.889893,3610.090088,3632.330078,3632.330078,405000
1/5/2022,3628.26001,3628.26001,3583.469971,3595.179932,3595.179932,423900
1/6/2022,3581.219971,3594.48999,3559.879883,3586.080078,3586.080078,371500
1/7/2022,3588.98999,3607.22998,3577.100098,3579.540039,3579.540039,436300
1/10/2022,3572.73999,3593.52002,3555.129883,3593.52002,3593.52002,356200
