Date,Open,High,Low,Close,Adj Close,Volume
1994-01-03,13.593451,13.802581,13.593451,13.772706,7.500675,5986467
1994-01-04,13.892208,14.131214,13.862333,14.101338,7.679646,7727011
1994-01-05,14.101338,14.310468,13.981836,14.220841,7.744729,10752880
1994-01-06,14.340344,14.340344,13.981836,13.981836,7.614564,9957083
1994-01-07,13.981836,14.190966,13.862333,14.071463,7.663372,6102782
1994-01-10,14.071463,14.220841,13.981836,14.161090,7.712188,7259240
1994-01-11,14.131214,14.190966,13.981836,14.011711,7.630834,7073470
1994-01-12,14.041587,14.071463,13.892208,13.892208,7.565753,6288970
1994-01-13,13.922084,14.101338,13.922084,14.041587,7.647108,7548773
1994-01-14,14.041587,14.220841,13.951960,14.011711,7.630834,6635824
1994-01-17,13.981836,13.981836,13.653203,13.742830,7.484402,6393570
1994-01-18,13.712954,13.712954,13.473948,13.653203,7.435590,9438686
1994-01-19,13.563576,13.623327,13.324570,13.384321,7.289152,8198548
1994-01-20,13.354446,13.354446,13.175191,13.205067,7.191531,9533244
1994-01-21,13.175191,13.294694,13.085564,13.205067,7.191531,13290894
1994-01-24,13.324570,14.041587,13.324570,14.011711,7.630834,17653551
1994-01-25,14.071463,14.190966,13.234943,13.922084,7.582021,42486428
1994-01-26,14.041587,14.041587,13.384321,13.473948,7.337968,17110886
1994-01-27,13.533700,13.742830,13.503824,13.653203,7.435590,9268397
1994-01-28,13.892208,13.892208,13.742830,13.802581,7.516943,6459678
1994-01-31,13.832457,13.832457,13.503824,13.503824,7.354237,8754602
1994-02-01,13.593451,13.712954,13.503824,13.503824,7.354237,7775546
1994-02-02,13.503824,13.503824,13.264818,13.473948,7.337968,9008989
1994-02-03,13.444073,13.593451,13.324570,13.324570,7.256618,7379739
1994-02-04,13.264818,13.294694,12.428298,12.428298,6.798987,14894622
1994-02-07,12.517925,13.055688,12.488050,12.966061,7.093180,17233059
1994-02-08,13.085564,13.085564,12.756931,12.816683,7.011460,8404819
1994-02-09,12.876434,12.966061,12.697180,12.697180,6.946085,8280554
1994-02-10,12.756931,12.816683,12.607553,12.637428,6.913397,6550470
1994-02-11,12.547801,12.756931,12.428298,12.727055,6.962426,8307332
1994-02-14,12.756931,13.055688,12.756931,12.906310,7.060492,7839561
1994-02-15,12.995937,13.055688,12.906310,13.025813,7.125870,7227442
1994-02-16,13.205067,13.205067,13.025813,13.055688,7.142208,6258009
1994-02-17,13.115440,13.145315,12.547801,12.607553,6.897052,9582197
1994-02-18,12.577677,12.637428,12.458174,12.577677,6.880707,11207681
1994-02-22,12.577677,12.876434,12.577677,12.816683,7.011460,5342550
1994-02-23,12.846558,12.966061,12.727055,12.786807,6.995113,5000717
1994-02-24,12.727055,12.756931,12.577677,12.637428,6.913397,6915734
1994-02-25,12.756931,12.756931,12.577677,12.637428,6.913397,4442153
1994-02-28,12.697180,12.727055,12.577677,12.637428,6.913397,4019569
1994-03-01,12.637428,12.876434,12.547801,12.816683,7.011460,8514022
1994-03-02,12.607553,12.786807,12.458174,12.667304,6.929739,11389266
1994-03-03,12.637428,12.756931,12.577677,12.577677,6.880707,6763436
1994-03-04,12.727055,12.727055,12.517925,12.577677,6.880707,7203593
1994-03-07,12.667304,12.667304,12.458174,12.488050,6.831680,7463001
1994-03-08,12.458174,13.115440,12.278920,13.085564,7.158549,19432588
1994-03-09,13.145315,13.324570,13.085564,13.234943,7.240272,15648578
1994-03-10,13.264818,13.444073,13.175191,13.384321,7.321988,12667060
1994-03-11,13.414197,13.444073,13.205067,13.354446,7.305644,7063847
1994-03-14,13.414197,13.832457,13.354446,13.742830,7.518114,12200544
1994-03-15,13.802581,13.951960,13.712954,13.712954,7.501773,10261260
1994-03-16,13.772706,13.922084,13.653203,13.922084,7.616176,7880146
1994-03-17,13.922084,13.922084,13.742830,13.832457,7.567146,7924914
1994-03-18,13.832457,13.922084,13.563576,13.653203,7.469084,13623941
1994-03-21,13.593451,14.071463,13.563576,14.011711,7.665207,11300984
1994-03-22,13.862333,14.011711,13.802581,13.922084,7.616176,7737471
1994-03-23,13.623327,13.832457,13.533700,13.683078,7.485427,11141574
1994-03-24,13.593451,13.653203,13.384321,13.473948,7.371023,8539126
1994-03-25,13.503824,13.503824,12.816683,12.906310,7.060492,12482964
1994-03-28,12.995937,13.055688,12.547801,12.816683,7.011460,14043596
